,FileName,XMin,XMax,YMin,YMax,ClassName
0,00039bbe6dbd4fc5.jpg,0.0125,0.453125,0.0525,0.93,Person
1,0008994c6ecc4226.jpg,0.3825,0.999375,0.298333,0.743333,Person
2,000bd897ca7df023.jpg,0.411875,0.90625,0.0,0.9962479999999999,Person
3,000bd897ca7df023.jpg,0.168125,0.435,0.22326500000000002,0.8151970000000001,Cat
4,0013957a5d6e987d.jpg,0.26125,0.28,0.30833299999999997,0.36833299999999997,Person
5,00199c7928d10f37.jpg,0.0,0.42125,0.0,0.302804,Person
6,00199c7928d10f37.jpg,0.193125,0.48625,0.314019,0.9214950000000001,Person
7,00199c7928d10f37.jpg,0.53125,0.999375,0.0,0.302804,Person
8,00199c7928d10f37.jpg,0.9025,0.978125,0.295327,0.658879,Person
9,002b020146637617.jpg,0.035625,0.84,0.0,0.9990620000000001,Dog
10,0033bd289dcf6d23.jpg,0.0,0.8859379999999999,0.025,0.959375,Cat
11,0035ea7a3b1ecfab.jpg,0.000625,0.999375,0.0,0.999167,Cat
12,003c40e8e6ec88bf.jpg,0.06375,0.82875,0.253283,0.9990620000000001,Dog
13,003fde0096630566.jpg,0.261875,0.5575,0.270814,0.5279050000000001,Cat
14,004a344c48d93110.jpg,0.0,0.495098,0.15196099999999998,0.915033,Dog
15,0053d29a7c0a2938.jpg,0.400625,0.8275,0.10830999999999999,0.999066,Dog
16,0057cac2d33e6470.jpg,0.17,0.2225,0.204744,0.31211,Cat
17,0057cac2d33e6470.jpg,0.61375,0.661875,0.20724099999999998,0.324594,Cat
18,0057cac2d33e6470.jpg,0.076875,0.2075,0.662921,0.8751559999999999,Dog
19,0057cac2d33e6470.jpg,0.184375,0.415,0.51186,0.872659,Dog
20,0057cac2d33e6470.jpg,0.505625,0.636875,0.626717,0.8701620000000001,Dog
21,0057cac2d33e6470.jpg,0.61625,0.83875,0.509363,0.872659,Dog
22,00589a6b16ad3d2a.jpg,0.081209,0.9763930000000001,0.120625,0.999375,Person
23,005c815dc81ca035.jpg,0.0,0.999375,0.114846,0.999066,Person
24,007d37e4644c527f.jpg,0.479688,0.696875,0.583665,0.850598,Cat
25,007f97c18d03cf0d.jpg,0.286875,0.8675,0.22795500000000002,0.755159,Cat
26,0080a7dfda1e078f.jpg,0.23125,0.68375,0.30834,0.69166,Cat
27,008c656d32551720.jpg,0.0,0.534375,0.197946,0.894491,Dog
28,008c656d32551720.jpg,0.4975,0.983125,0.197946,0.981326,Dog
29,009c5979794f4a2f.jpg,0.291099,0.9989530000000001,0.14765599999999998,0.9992190000000001,Dog
30,00a7fde5a94563a1.jpg,0.019277000000000002,0.99759,0.161677,0.907186,Cat
31,00a8b82f9944ae6c.jpg,0.22125,0.999375,0.06391000000000001,0.9990600000000001,Dog
32,00b4ed87e6bed513.jpg,0.069375,0.999375,0.0,0.625105,Cat
33,00b4ed87e6bed513.jpg,0.286875,0.864375,0.359833,0.919665,Cat
34,00dcdd59958c8423.jpg,0.196875,0.999375,0.0,0.994167,Cat
35,00e49d11aa6c9b6f.jpg,0.315625,0.690625,0.356667,0.98,Dog
36,00ed6151370bd146.jpg,0.698125,0.87625,0.4775,0.6575,Person
37,00f45f90bc0a213a.jpg,0.11015599999999999,0.5742189999999999,0.030552,0.9882489999999999,Dog
38,01019258a963ad91.jpg,0.0,0.9470360000000001,0.0,0.999209,Dog
39,0104ed24ce594848.jpg,0.056230999999999996,0.963526,0.00375,0.96,Dog
40,01120ea36bdbb0a3.jpg,0.21018499999999998,0.996296,0.0,0.999074,Cat
41,01132ff663381d7c.jpg,0.09,0.999375,0.00469,0.9990620000000001,Cat
42,011bbbd39eeb0ee7.jpg,0.295625,0.68875,0.17640899999999998,0.7546970000000001,Cat
43,011bf9a20e790835.jpg,0.618125,0.755,0.423333,0.683333,Dog
44,0128e010fcca219d.jpg,0.0,0.908125,0.3725,0.761667,Dog
45,0147f671b2536a65.jpg,0.171875,0.690625,0.138489,0.998201,Cat
46,015b7bbb49047448.jpg,0.16375,0.89,0.0,0.9662290000000001,Cat
47,017effcdfc9c2f88.jpg,0.0,0.7681399999999999,0.25,0.8425,Cat
48,017fc8253a592d65.jpg,0.12234,0.875,0.253333,0.703333,Cat
49,01841d31f50bfb42.jpg,0.148125,0.846875,0.25666700000000003,0.768333,Cat
50,0186253df369f4fd.jpg,0.038567000000000004,0.997245,0.0,0.998384,Cat
51,01901b6370020f3c.jpg,0.0,0.999375,0.0,0.9990559999999999,Cat
52,0199b46dc07e3fae.jpg,0.414375,0.7825,0.279167,0.716667,Cat
53,01a590c8efa185a4.jpg,0.32549,0.637255,0.335294,0.9985290000000001,Dog
54,01ac53c548e09672.jpg,0.59375,0.796875,0.211466,1.0,Person
55,01ac53c548e09672.jpg,0.1125,0.36125,0.193609,0.995301,Person
56,01ac53c548e09672.jpg,0.32625,0.58875,0.371241,0.9990600000000001,Person
57,01b9be9dbb2e559c.jpg,0.331667,0.813333,0.20444400000000001,0.782222,Cat
58,01c6ff83cbac9823.jpg,0.081844,0.999059,0.1325,0.999375,Person
59,01c6ff83cbac9823.jpg,0.30856100000000003,0.9981190000000001,0.326875,0.97625,Cat
60,01da139067ecd3ba.jpg,0.301875,0.88,0.0,0.9990620000000001,Dog
61,01e3800aff37062d.jpg,0.346875,0.54875,0.525,0.935,Dog
62,02040ba2d49f76e3.jpg,0.464375,0.553125,0.36318,0.644351,Person
63,02040ba2d49f76e3.jpg,0.6425,0.679375,0.376569,0.49205,Person
64,020b61e09cb78fd4.jpg,0.261875,0.681875,0.471667,0.999167,Cat
65,021198de5073793c.jpg,0.0,0.97875,0.0,0.998333,Dog
66,0229c4bb47a93354.jpg,0.032812,0.835938,0.375,0.5625,Cat
67,023bda0400ab5f9d.jpg,0.355856,0.475225,0.6143460000000001,0.924895,Person
68,02406157eb7054fc.jpg,0.26269499999999996,0.555664,0.24597399999999997,0.756955,Dog
69,0247ab48a8495a62.jpg,0.0,0.732359,0.04,0.91,Cat
70,02498e38bd3592da.jpg,0.134375,0.953125,0.368668,0.9990620000000001,Cat
71,0256394be89b2d9f.jpg,0.221875,0.324375,0.579245,0.69717,Cat
72,0256394be89b2d9f.jpg,0.39125,0.470625,0.468868,0.656604,Cat
73,0256394be89b2d9f.jpg,0.433125,0.514375,0.44433999999999996,0.49433999999999995,Cat
74,0256394be89b2d9f.jpg,0.5725,0.711875,0.713208,0.891509,Cat
75,0256394be89b2d9f.jpg,0.740625,0.788125,0.5037739999999999,0.573585,Cat
76,025da05661f5c3ce.jpg,0.01875,0.99875,0.0,0.981447,Cat
77,026bde0479575cde.jpg,0.32207600000000003,0.777361,0.040625,0.480469,Dog
78,0281c49c70882c63.jpg,0.17111099999999999,0.49222200000000005,0.396875,0.73,Dog
79,029c391091eac9e6.jpg,0.321764,0.663227,0.37625,0.81,Person
80,029c391091eac9e6.jpg,0.160413,0.33958699999999997,0.4025,0.698125,Person
81,029c391091eac9e6.jpg,0.318949,0.409006,0.405625,0.52375,Person
82,029c391091eac9e6.jpg,0.5037520000000001,0.64728,0.400625,0.530625,Person
83,029c391091eac9e6.jpg,0.616323,0.762664,0.45375,0.65875,Person
84,029e019cde3009e7.jpg,0.52375,0.603125,0.711737,0.8967139999999999,Person
85,029e019cde3009e7.jpg,0.52875,0.598125,0.9023469999999999,0.9990610000000001,Person
86,029e019cde3009e7.jpg,0.61875,0.67125,0.6516430000000001,0.755869,Person
87,029e019cde3009e7.jpg,0.62625,0.699375,0.781221,0.9990610000000001,Person
88,029e019cde3009e7.jpg,0.68625,0.761875,0.690141,0.834742,Person
89,029e019cde3009e7.jpg,0.699375,0.77625,0.8272299999999999,0.9812209999999999,Person
90,029e019cde3009e7.jpg,0.708125,0.74,0.629108,0.719249,Person
91,02a4e8a254c2d18d.jpg,0.0,0.148333,0.5425,0.65875,Cat
92,02a4e8a254c2d18d.jpg,0.076667,0.486667,0.78625,0.99875,Cat
93,02a4e8a254c2d18d.jpg,0.076667,0.615,0.1225,0.54875,Cat
94,02a4e8a254c2d18d.jpg,0.331667,0.533333,0.61875,0.7525,Cat
95,02a4e8a254c2d18d.jpg,0.485,0.615,0.3975,0.55,Cat
96,02a4e8a254c2d18d.jpg,0.578333,0.636667,0.2,0.3125,Cat
97,02a4e8a254c2d18d.jpg,0.646667,0.723333,0.02875,0.09375,Cat
98,02a4e8a254c2d18d.jpg,0.7,0.835,0.04375,0.15125,Cat
99,02a4e8a254c2d18d.jpg,0.776667,0.876667,0.0,0.07875,Cat
100,02a4e8a254c2d18d.jpg,0.821667,0.998333,0.01625,0.27875,Cat
101,02adcbef8075283b.jpg,0.0025,0.999375,0.0,0.9990620000000001,Dog
102,02bbe2d96610e514.jpg,0.103125,0.996875,0.11538499999999999,0.8095680000000001,Cat
103,02ea7e2eca777ebb.jpg,0.335625,0.641875,0.21575999999999998,0.9990620000000001,Person
104,02f542057cafcd7b.jpg,0.145,0.843125,0.069884,0.894343,Person
105,030d8a5a71a11616.jpg,0.414375,0.761875,0.32753000000000004,0.837867,Dog
106,033b4b37a9865822.jpg,0.0,0.97125,0.052434,0.999064,Dog
107,036cb719e6575d06.jpg,0.491875,0.814375,0.37,0.999167,Cat
108,03887bf02569c36b.jpg,0.0,0.788542,0.0,0.998958,Dog
109,038acdc96788d3a5.jpg,0.519155,0.8692209999999999,0.250625,0.72,Dog
110,039b8a98ca0f77ad.jpg,0.196667,0.3925,0.296875,0.779375,Person
111,039b8a98ca0f77ad.jpg,0.491667,0.626667,0.465625,0.571875,Person
112,039b8a98ca0f77ad.jpg,0.503333,0.56,0.4575,0.566875,Person
113,039b8a98ca0f77ad.jpg,0.635833,0.790833,0.483125,0.7475,Person
114,03ab2952394c9e51.jpg,0.4575,0.9725,0.0,0.997186,Cat
115,04098b194aaa8b2a.jpg,0.288082,0.697711,0.41375,0.84125,Cat
116,040c608cdf114dc2.jpg,0.361163,0.9943709999999999,0.058125,0.935625,Cat
117,041ae04d604f302c.jpg,0.113508,0.4803,0.436875,0.999375,Person
118,041ae04d604f302c.jpg,0.203565,0.7851779999999999,0.343125,0.968125,Person
119,041ae04d604f302c.jpg,0.249531,0.9990620000000001,0.45875,0.999375,Person
120,0426f242445307fb.jpg,0.155469,0.846875,0.097137,0.888548,Cat
121,042ec25ebaf70243.jpg,0.0,0.164628,0.004375,0.674375,Person
122,042ec25ebaf70243.jpg,0.45531499999999997,0.999059,0.0,0.735625,Person
123,042ec25ebaf70243.jpg,0.534337,0.634995,0.0,0.195625,Person
124,042ec25ebaf70243.jpg,0.117592,0.802446,0.105,0.848125,Dog
125,0430c19eeacc6c64.jpg,0.126563,0.9890620000000001,0.303125,0.9828129999999999,Cat
126,046b475f52eda0d3.jpg,0.0,0.67125,0.13414600000000002,0.951219,Cat
127,047b9ab38617026f.jpg,0.1975,0.678333,0.161875,0.791875,Dog
128,049b1543e54bf89e.jpg,0.0,0.13125,0.576128,0.9990600000000001,Person
129,049b1543e54bf89e.jpg,0.0425,0.19,0.8364659999999999,0.9990600000000001,Person
130,049b1543e54bf89e.jpg,0.1425,0.285,0.5874060000000001,0.9990600000000001,Person
131,049b1543e54bf89e.jpg,0.1525,0.19125,0.570489,0.629699,Person
132,049b1543e54bf89e.jpg,0.223125,0.266875,0.5009399999999999,0.6278199999999999,Person
133,049b1543e54bf89e.jpg,0.23125,0.335,0.56485,0.922932,Person
134,049b1543e54bf89e.jpg,0.35375,0.5625,0.261278,0.9990600000000001,Person
135,049b1543e54bf89e.jpg,0.3575,0.376875,0.522556,0.56297,Person
